queue_rank,market_type,market_label,company_key,representative_security_code,security_name,listed_company_name,triage_score,triage_decision,deep_review_trigger,challenge_reason,priority,review_status,required_source_standard,next_action,source_scoring_model_version,queued_at_utc
2264,A_SHARE,A股,A_SHARE:科瑞思,301314,科瑞思,科瑞思,60.20,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2265,A_SHARE,A股,A_SHARE:中国卫通集团股份有限公司,601698,中国卫通,中国卫通集团股份有限公司,60.20,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2266,A_SHARE,A股,A_SHARE:深圳市有方科技股份有限公司,688159,有方科技,深圳市有方科技股份有限公司,60.20,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2267,A_SHARE,A股,A_SHARE:中海达,300177,中海达,中海达,60.19,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2268,A_SHARE,A股,A_SHARE:百诚医药,301096,百诚医药,百诚医药,60.19,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2269,A_SHARE,A股,A_SHARE:华电能源股份有限公司,600726,华电能源,华电能源股份有限公司,60.19,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2270,A_SHARE,A股,A_SHARE:哈尔滨威帝电子股份有限公司,603023,威帝股份,哈尔滨威帝电子股份有限公司,60.19,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2271,A_SHARE,A股,A_SHARE:上海益诺思生物技术股份有限公司,688710,益诺思,上海益诺思生物技术股份有限公司,60.19,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2272,A_SHARE,A股,A_SHARE:双欣材料,001369,双欣材料,双欣材料,60.18,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2273,A_SHARE,A股,A_SHARE:上海仁度生物科技股份有限公司,688193,仁度生物,上海仁度生物科技股份有限公司,60.18,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2274,A_SHARE,A股,A_SHARE:润欣科技,300493,润欣科技,润欣科技,60.17,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2275,A_SHARE,A股,A_SHARE:上海海立(集团)股份有限公司,600619,海立股份,上海海立(集团)股份有限公司,60.17,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2276,A_SHARE,A股,A_SHARE:传化智联,002010,传化智联,传化智联,60.16,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2277,A_SHARE,A股,A_SHARE:国科微,300672,国科微,国科微,60.15,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2278,A_SHARE,A股,A_SHARE:赛力斯集团股份有限公司,601127,赛力斯,赛力斯集团股份有限公司,60.15,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2279,A_SHARE,A股,A_SHARE:甘源食品,002991,甘源食品,甘源食品,60.14,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2280,A_SHARE,A股,A_SHARE:湖南郴电国际发展股份有限公司,600969,郴电国际,湖南郴电国际发展股份有限公司,60.14,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
