queue_rank,market_type,market_label,company_key,representative_security_code,security_name,listed_company_name,triage_score,triage_decision,deep_review_trigger,challenge_reason,priority,review_status,required_source_standard,next_action,source_scoring_model_version,queued_at_utc
5634,HONG_KONG,港股,HONG_KONG:KYG371091086,01448,FU SHOU YUAN,FU SHOU YUAN,61.38,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5635,HONG_KONG,港股,HONG_KONG:KYG730611061,01583,QINQIN FOODS,QINQIN FOODS,61.38,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5636,USA,美股,USA:1370450,WLDN,"Willdan Group, Inc. - Common Stock","Willdan Group, Inc. - Common Stock",61.38,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5637,A_SHARE,A股,A_SHARE:ST易联众,300096,ST易联众,ST易联众,61.37,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5638,A_SHARE,A股,A_SHARE:达利凯普,301566,达利凯普,达利凯普,61.37,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5639,HONG_KONG,港股,HONG_KONG:BMG3122U2026,00330,ESPRIT HOLDINGS,ESPRIT HOLDINGS,61.37,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5640,USA,美股,USA:1907085,ODD,ODDITY Tech Ltd. - Class A Ordinary Shares,ODDITY Tech Ltd. - Class A Ordinary Shares,61.37,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5641,A_SHARE,A股,A_SHARE:千禾味业食品股份有限公司,603027,千禾味业,千禾味业食品股份有限公司,61.36,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5642,A_SHARE,A股,A_SHARE:黑龙江天有为电子股份有限公司,603202,天有为,黑龙江天有为电子股份有限公司,61.36,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5643,A_SHARE,A股,A_SHARE:北京致远互联软件股份有限公司,688369,致远互联,北京致远互联软件股份有限公司,61.36,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5644,HONG_KONG,港股,HONG_KONG:KYG4643B1032,01273,HK FINANCE GP,HK FINANCE GP,61.36,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5645,HONG_KONG,港股,HONG_KONG:CNE100006XW8,02573,NEWTREND GROUP,NEWTREND GROUP,61.36,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5646,USA,美股,USA:1338940,PERI,Perion Network Ltd - Ordinary Shares,Perion Network Ltd - Ordinary Shares,61.36,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5647,USA,美股,USA:1570827,VCTR,"Victory Capital Holdings, Inc. - Common Stock","Victory Capital Holdings, Inc. - Common Stock",61.36,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5648,A_SHARE,A股,A_SHARE:飞天诚信,300386,飞天诚信,飞天诚信,61.35,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5649,A_SHARE,A股,A_SHARE:广西能源股份有限公司,600310,广西能源,广西能源股份有限公司,61.35,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5650,HONG_KONG,港股,HONG_KONG:KYG8878S1030,00322,TINGYI,TINGYI,61.35,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5651,HONG_KONG,港股,HONG_KONG:HK0883013259,00883,CNOOC,CNOOC,61.35,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
5652,USA,美股,USA:1311370,LAZ,"Lazard, Inc. Common Stock","Lazard, Inc. Common Stock",61.35,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
